/opt/kpi-js/1564.js,156,0,1,373,195,0,0,339,157,7.84076,38,0.242038,176,1.12102,25495,3031,0.123062,70.0412,0,0,75.2065,0.00275482,0.247813,1,0.164835,0.176991,2.42831,3.68418,2.00108,3.969,4.65235,0,20,4,0,0,1,0.00294118,0,0,0
/opt/kpi-js/18.js,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0
/opt/kpi-js/84.js,814,0,4,225,918,1,0,571,883,9.92978,486,0.550396,422,0.477916,87736,7512,0.0299521,80.2708,0,0,153.653,0,0.200864,0,0.227813,0.436077,2.27693,4.68294,2.7134,3.97542,4.885,0,9,28,0,0,2,0.0034904,2.92193,2.92193,0
/opt/kpi-js/51.js,2213,0,37,2721,7288,15,0,4532,2298,6.91297,1271,0.55309,3183,1.38512,366452,56636,0.0480436,41.6754,81,0,80.8588,0,0.416346,0,0.0962129,0.186673,1.86445,6,0.852331,3.97366,4.18421,0,2,96,315,0.0689429,37,0.00809805,2.92193,2.92193,0
/opt/kpi-js/696.js,174,1,0,338,91,1,0,217,184,7.77717,99,0.538043,101,0.548913,31092,2469,0.136898,41.127,1,0,143.281,0,0.456355,0,0.111111,0.387097,1.99167,4.26458,2.26992,4.00227,3.89553,0,1,2,0,0,1,0.00458716,2.92193,2.92193,0
/opt/kpi-js/656.js,86,0,10,109,44,0,0,143,89,6.14607,43,0.483146,100,1.1236,13778,1243,0.0876911,36.6436,0,0,96.3497,0,0.505661,0,0.18883,0.496503,1.84411,3.90533,1.39208,3.78714,3.50809,0,0,1,0,0,2,0.0137931,2.92193,2.92193,0
/opt/kpi-js/1246.js,6,0,0,24,14,0,0,10,6,10.6667,0,0,2,0.333333,1435,182,0.131868,44.8438,0,0,143.5,0,0.287108,0,0.1875,0.6,2.93516,3.37878,2.30971,3.32782,4.577,0,0,2,0,0,1,0.0909091,2.92193,2.92193,0
/opt/kpi-js/108.js,163,0,5,305,186,0,0,247,187,13.0856,65,0.347594,166,0.887701,25513,2694,0.113215,46.3031,0,0,103.291,0,0.313213,0,0.203267,0.453441,2.75614,4.41663,2.48272,3.83659,4.435,0,0,9,1,0.0037594,19,0.0714286,2.92193,2.92193,0
/opt/kpi-js/1277.js,12,0,0,13,5,0,0,40,14,13.2857,10,0.714286,8,0.571429,1227,125,0.104,49.08,0,0,30.675,0,0.198859,0,0.2,0.125,2.59873,3.86643,2.44367,3.0958,4.6723,0,1,0,0,0,0,0,0,0,0
/opt/kpi-js/318.js,39,0,1,49,31,0,0,82,67,21.7015,50,0.746269,41,0.61194,9448,887,0.0552424,44.7773,0,0,115.22,0.0047619,0.432896,1,0.189573,0.487805,3.37078,4.17244,1.35604,3.32486,3.91253,0,0,6,0,0,1,0.0120482,2.92193,2.92193,0
/opt/kpi-js/285.js,181,0,4,223,86,0,0,417,253,18.1265,166,0.656126,113,0.44664,32073,2901,0.07687,51.4815,0,0,76.9137,0.00160772,0.442615,1,0.191011,0.285372,2.52329,4.33814,1.44183,3.91613,3.8882,0,0,3,0,0,8,0.0188235,2.92193,2.92193,0
/opt/kpi-js/794.js,19,0,2,23,22,0,0,22,21,8.61905,11,0.52381,13,0.619048,2314,262,0.0877863,56.439,0,0,105.182,0,0.382022,0,0.0731707,0.136364,2.29157,3.93872,2.88249,3.32782,4.18874,0,1,0,0,0,1,0.0434783,2.92193,2.92193,0
/opt/kpi-js/1047.js,39,0,1,49,31,0,0,82,67,21.7015,50,0.746269,41,0.61194,9448,887,0.0552424,44.7773,0,0,115.22,0.0047619,0.432896,1,0.189573,0.487805,3.37078,4.17244,1.35604,3.32486,3.91253,0,0,6,0,0,1,0.0120482,2.92193,2.92193,0
/opt/kpi-js/893.js,27,0,0,31,27,0,0,38,28,9.57143,9,0.321429,34,1.21429,3400,404,0.0767327,34.6939,0,0,89.4737,0,0.323824,0,0.132653,0.342105,2.43414,3.61437,1.55627,3.51603,4.44016,0,0,0,0,0,1,0.025641,2.92193,2.92193,0
/opt/kpi-js/348.js,4423,28,106,7422,5189,0,0,7362,4893,12.7962,2766,0.565297,4406,0.90047,807315,79133,0.0937915,41.7303,738,0,109.66,0.000413693,0.488391,8,0.143544,0.377207,2.05294,5.05424,1.09627,4.28891,3.745,5,7,352,6,0.000798722,150,0.0199681,2.92193,2.92193,0
/opt/kpi-js/1281.js,7,0,0,11,5,0,0,30,7,10.8571,1,0.142857,17,2.42857,1538,173,0.0635838,39.4359,0,0,51.2667,0,0.36541,0,0.153846,0.2,2.87271,3.52257,1.55784,3.12193,4.05537,0,3,0,0,0,1,0.0322581,2.92193,2.92193,0
/opt/kpi-js/1297.js,108,0,2,215,125,0,0,161,113,7.9823,39,0.345133,66,0.584071,12547,1574,0.136595,52.2792,0,0,77.9317,0,0.281183,0,0.158333,0.236025,2.04088,4.19626,1.97356,3.83496,4.54085,0,2,0,2,0.0123457,1,0.00617284,2.92193,2.92193,0
