/opt/kpi-js/465.js,1177,0,4,513,439,0,489,1218,1218,6.65928,960,0.788177,1169,0.95977,59277,6336,0.0809659,59277,0,0,48.6675,0,0.00781079,0,264,0.216749,2.10211,6.02237,2.33003,3.41938,5.24741,1,0,217,170,0.138549,9,0.00733496,2.92193,2.92193,0
/opt/kpi-js/9.js,1758,2,4,594,363,0,153,1448,1827,7.4647,1374,0.752053,1253,0.685824,58434,6092,0.0975049,58434,0,0,40.355,0,0.00571585,0,226,0.156077,2.3218,6.02237,1.97343,3.41938,5.4136,1,1,358,425,0.290301,16,0.010929,2.92193,2.92193,0
/opt/kpi-js/64.js,3784,0,28,1994,868,1,997,3634,3949,7.24614,3027,0.766523,3390,0.858445,163700,17730,0.112465,163700,1,0,45.0468,0,0.00974954,0,463,0.127408,2.17555,6.02237,1.96472,3.41938,5.32169,1,0,508,625,0.169147,61,0.0165088,2.92193,2.92193,0
/opt/kpi-js/61.js,15523,15,37,6033,3947,2,2301,15417,16571,8.08316,13575,0.819202,14631,0.882928,550755,57132,0.105598,550755,6,0,35.7239,0,0.00735536,0,2273,0.147435,2.33332,6.02237,2.08068,3.41938,5.38638,2,7,2417,3315,0.213802,88,0.00567559,2.92193,2.92193,0
/opt/kpi-js/1613.js,1099,1,9,330,332,0,132,514,1174,9.27172,639,0.544293,479,0.408007,68809,12471,0.0264614,68809,0,0,133.87,0,0.0041419,0,156,0.303502,2.35545,6.02237,1.60181,3.41938,4.55903,2,1,148,226,0.427221,15,0.0283554,2.92193,2.92193,0
/opt/kpi-js/106.js,27479,13,18,7344,3090,2,2077,18465,27629,6.05407,17825,0.645155,18071,0.654059,1.21251e+06,188807,0.0388969,1.21251e+06,7,0,65.6653,0,0.00463254,0,3677,0.199133,2.33475,6.02237,1.49755,3.46132,4.71548,1,1,5070,7573,0.409373,34,0.00183794,2.92193,2.92193,0
/opt/kpi-js/39.js,4841,0,0,388,271,0,218,2772,5420,10.1234,4459,0.822694,2674,0.493358,114463,10734,0.0361468,114463,0,0,41.2926,0,0.00175603,0,168,0.0606061,2.52689,6.02237,2.20363,3.41938,5.70345,2,1,1581,600,0.21544,13,0.00466786,2.92193,2.92193,0
/opt/kpi-js/55.js,1170,0,3,386,408,0,389,910,1194,6.1139,982,0.822446,856,0.716918,46107,4977,0.0775568,46107,6,0,50.667,0,0.00657167,0,97,0.106593,2.03227,6.02237,2.04621,3.41938,5.32634,1,1,246,193,0.21024,8,0.0087146,2.92193,2.92193,0
/opt/kpi-js/630.js,51880,13,76,12339,6386,0,6523,36961,55156,8.65686,40653,0.737055,33654,0.61016,1.52078e+06,156682,0.0787519,1.52078e+06,5,0,41.1456,0,0.00517825,0,4592,0.124239,2.25897,6.02237,1.9532,3.41938,5.52344,2,19,6714,8481,0.224722,779,0.0206412,2.92193,2.92193,0
/opt/kpi-js/624.js,4722,0,6,789,311,0,1185,4078,4940,6.75202,3420,0.692308,3734,0.75587,144722,15240,0.0517717,144722,0,0,35.4885,0,0.00541037,0,640,0.15694,2.05949,6.02237,1.86965,3.41938,5.32022,1,1,548,1231,0.298424,47,0.0113939,2.92193,2.92193,0
