148884,74442,0.002673135,0,0,0.0065151393,0.5,0.0174743825,0.0104450275,4.95024998762437E-05,0.0002475125,0,1,20201,0.278740496,0.2759732409,5.1424866516,0
113449,113449,0.014067306,0.00018093,0.000271395,0.0141737697,1,0.0245612448,0.0176859056,4.52324950244256E-05,0.0003166275,0.0001356975,1,22108,0.241068674,0.3367768777,5.3032865441,8.81453340267433E-06
23,23,0,0.3333333333,0,0,0,0,0,0,0,0,0,3,0.3043478261,0.2173913043,4.0887793474,0
275,275,0,0,0,0.0036363636,0,0,0,0,0,0,0,35,0.2727272727,0.2909090909,4.9418358777,0
34254,796.6046511628,0.0127398312,0,0,0.0293980265,0.0465116279,0.023791251,0.0219493477,0.0006139678,0.0012279355,0,2,6515,0.2153325159,0.3207800549,5.4107959245,0
563652,10634.9433962264,0.0094466937,1.01468245512567E-05,6.08809473075401E-05,0.0198846097,0.4150943396,0.0264832121,0.0224549227,0.0002130833,0.0004566071,0,6,98553,0.2346447808,0.3053497548,5.4963108612,1.77414433018955E-06
13598,6799,0.0078544853,0,0,0.017870275,0.5,0.0314179413,0.0206696982,0.000413394,0.0012401819,0,1,2419,0.2534196205,0.2821003089,5.1860132193,0
317870,1038.7908496732,0.0189804875,0,7.59979480554025E-05,0.0168999906,0.2549019608,0.0305511751,0.0246613341,0.0002089944,0.0012159672,0.0001519959,3,52633,0.2512914084,0.2970145028,5.4176455724,0
14538,7269,0.0125125125,0,0,0.0061906727,0.5,0.007007007,0.0175175175,0,0.0005005005,0,1,1998,0.2832576696,0.246319989,5.1517969939,0
139546,12686,0.0089768718,3.92003136025088E-05,0,0.0948217792,0.3636363636,0.0103488828,0.0054880439,0.0043904351,0.0008232066,0,0,25510,0.264593754,0.2839637109,5.1632975368,0
13215,6607.5,0.0107790299,0,0,0.007113129,0.5,0.0156785889,0.0181283684,0,0,0,1,2041,0.2799091941,0.2482027998,5.0466855839,0
5672,34.7975460123,0.0167682927,0.0015243902,0.0015243902,0.1847672779,0,0.0015243902,0.0167682927,0.006097561,0.0015243902,0,40,656,0.2297249647,0.356135402,4.8699651512,0
27926,13963,0.0056842105,0,0,0.015469455,0.5,0.0252631579,0.0248421053,0.0002105263,0.0023157895,0.0002105263,0,4750,0.2590417532,0.2887631598,5.2092428365,0
762,762,0.0283018868,0,0.0188679245,0.0209973753,0,0,0.0566037736,0,0,0,1,106,0.2217847769,0.2952755906,5.4078642472,0
17535,17535,0.016809291,0,0,0.0134587967,1,0.0186430318,0.0155867971,0,0.0015281174,0.0009168704,0,3272,0.2568006843,0.3171371543,5.2193327787,0
10932,10932,0.0106732348,0,0.0008210181,0.0076838639,1,0.0065681445,0.0213464696,0,0,0,0,1218,0.2559458471,0.285309184,5.0166983707,0
12810,12810,0.0096665056,0,0,0.0167837627,1,0.0178830353,0.0125664572,0.0004833253,0,0,0,2069,0.275019516,0.2556596409,5.2025261992,0
8838,1104.75,0.0021276596,0,0,0.0164064268,0.125,0.0163120567,0.0283687943,0,0,0,2,1410,0.2638606019,0.2420230821,5.0655341578,0
8086,2021.5,0.0093582888,0,0,0.0252287905,0.25,0.0280748663,0.0254010695,0.0006684492,0.0006684492,0,1,1496,0.2386841454,0.3259955479,5.2874872359,0
4752,28.6265060241,0.0181405896,0,0,0.2018097643,0,0.0022675737,0.0249433107,0,0,0,2,441,0.1963383838,0.4273989899,4.8274532803,0
3490,124.6428571429,0.0020576132,0,0,0.0842406877,0.0357142857,0.012345679,0.0041152263,0.0041152263,0,0,1,486,0.2243553009,0.2931232092,5.6545774607,0
8086,2021.5,0.0093582888,0,0,0.0252287905,0.25,0.0280748663,0.0254010695,0.0006684492,0.0006684492,0,1,1496,0.2386841454,0.3259955479,5.2874872359,0
65448,21816,0.0140064196,9.72668028401906E-05,0.0034043381,0.0112761276,0.3333333333,0.0148818208,0.026651104,0.0001945336,0,0,1,10281,0.2681823738,0.2504889378,5.1338124149,0
3375,3375,0.002293578,0,0,0.0127407407,1,0.004587156,0.0252293578,0,0,0.002293578,0,436,0.2823703704,0.2237037037,5.2340996841,0
1587,1587,0.0038461538,0,0,0.0201638311,1,0.0230769231,0.0192307692,0,0,0,0,260,0.2381852552,0.2829237555,5.0410419702,0
20218,4043.6,0.0221796276,0,0,0.0102878623,0.2,0.0128696605,0.0180722892,0,0,0,1,3652,0.2368186764,0.3018102681,5.339174176,0
914,28.5625,0.0461538462,0,0,0.1072210066,0,0.0076923077,0.0076923077,0,0,0,1,130,0.2035010941,0.3873085339,5.0871280533,0
1898,949,0.0113314448,0,0,0.0179135933,0.5,0.0368271955,0.0198300283,0,0.0056657224,0,1,353,0.2618545838,0.2850368809,5.0592265254,0
5421,5421,0.0223255814,0,0,0.0151263605,1,0.0130232558,0.0223255814,0,0,0,0,1075,0.2678472607,0.2838959602,5.0677370252,0
122139,20356.5,0.0098797958,5.48877545419617E-05,0,0.011290415,0.6666666667,0.0150941325,0.0191009386,5.48877545419617E-05,0.0001097755,0,1,18219,0.2493879924,0.2543495526,5.4863721973,1.63747861043565E-05
12467,25.0341365462,0.0200296736,0.0007418398,0.0014836795,0.1185529799,0,0.0066765579,0.0074183976,0.0007418398,0.0014836795,0,71,1348,0.2160904789,0.3976096896,5.1167300146,0
4510,2255,0.0247058824,0,0,0.0152993348,0.5,0.0364705882,0.0152941176,0,0.0023529412,0,1,850,0.2441241685,0.2937915743,5.1640994405,0
1529,764.5,0.0140350877,0,0,0.0196206671,0.5,0.0421052632,0.0210526316,0,0.0070175439,0,1,285,0.2498364944,0.2930019621,5.1074225654,0
9645,4822.5,0.0043695381,0,0,0.0190772421,0.5,0.0324594257,0.0143570537,0.0006242197,0.0012484395,0,1,1602,0.2634525661,0.2680145153,5.1263050963,0
