,script_len,char_per_line,if_freq,false_freq,true_freq,whitesp_freq,lines_100,return_freq,var_freq,this_freq,toString_freq,eval_freq,comment_amount,words_count,vowel_freq,non_read_freq,scr_entropy,str_enc_freq,file_name
374,256124,256124.0,0.0013529942350680418,0.0,0.0,0.002615920413549687,1.0,0.0030393348758774854,0.0047845013529942354,0.0,5.882583630730617e-05,0.0,0,50998,0.034307601005762835,0.6971466945698177,4.255026517916796,0.19178600990145397,721.txt
375,465988,21181.272727272728,0.0029801664782653377,0.0,2.055287226389888e-05,0.0045666412010609714,0.09090909090909091,0.008221148905559552,0.011632925701366766,4.110574452779776e-05,0.0001849758503750899,0.0,2,48655,0.11076465488381675,0.6167819772182974,5.302892736397621,0.06966917603028404,869.txt
376,232168,232168.0,0.006863157894736842,0.0,8.421052631578948e-05,0.004113400640915199,1.0,0.02176842105263158,0.009052631578947368,0.0,0.0004210526315789474,0.0,0,23750,0.11704886116949795,0.5562782123290031,5.632289219881012,0.055795803039178526,575.txt
377,89197,89197.0,0.0015894363614133756,0.0,0.0,0.0042153884099241,1.0,0.012287565717080328,0.006113216774666829,0.0,0.0001833965032400049,0.0,0,16358,0.05428433691716089,0.6712109151653083,4.543568041106445,0.17132863212888325,1059.txt
378,11121,11121.0,0.012962962962962963,0.0,0.0,0.009351677007463357,1.0,0.025925925925925925,0.03641975308641975,0.0,0.001851851851851852,0.0,0,1620,0.09090909090909091,0.6142433234421365,5.213980731267384,0.11347900368671882,884.txt
379,33703,33703.0,0.014771828013716697,0.0,0.0002637826431020839,0.005073732308696555,1.0,0.01767343708783962,0.014771828013716697,0.0,0.0005275652862041678,0.0,0,3791,0.10171201376732042,0.5963860783906477,5.487091981610567,0.0648903658428033,924.txt
380,77214,77214.0,0.011093333333333334,0.0,0.00042666666666666667,0.006838138161473308,1.0,0.019626666666666667,0.020906666666666667,0.0,0.00032,0.00010666666666666667,0,9375,0.0839226047089906,0.6243686378117957,5.204485123794335,0.07644986660450177,94.txt
381,45649,45649.0,0.010910710309507904,0.0,0.0,0.003242130167144954,1.0,0.0055666889334224,0.011578712981518594,0.0,0.00022266755733689602,0.0,1,4491,0.11452605752590418,0.5358715415452694,5.760619109198183,0.049573922758439394,431.txt
382,100130,100130.0,0.0016153155848040682,0.0,0.0,0.005213222810346549,1.0,0.01896500149566258,0.0053843852826802275,0.0,5.982650314089142e-05,0.0,0,16715,0.07236592429841207,0.6558573853989813,4.765129102252276,0.15098372116248876,292.txt
383,18529,18529.0,0.0062043795620437955,0.0,0.0,0.007771601273679098,1.0,0.024817518248175182,0.020437956204379562,0.0,0.0010948905109489052,0.0,0,2740,0.08343677478547143,0.6388364185870797,5.072105399240508,0.12245668951373523,1469.txt
384,34509,34509.0,0.0053935614360357325,0.0,0.0,0.0064331044075458576,1.0,0.012641159615708747,0.014663745154222148,0.0,0.0005056463846283499,0.0,0,5933,0.058216697093511835,0.6671013358833927,4.756478044386507,0.15520588831898924,638.txt
385,11510,11510.0,0.013411567476948869,0.0,0.0,0.004344048653344918,1.0,0.015088013411567477,0.022632020117351215,0.0,0.0008382229673093043,0.0,0,1193,0.09383145091225022,0.5936576889661164,5.519279083018531,0.06194613379669852,1326.txt
386,614722,614722.0,0.0006858313846357243,0.0,0.0,0.0019732496966108257,1.0,0.005891539484882789,0.0027267994810817957,0.0,2.4789086191652688e-05,0.0,1,121021,0.046113527740995114,0.6881094218199446,4.226763098110914,0.19146215687741777,1512.txt
387,13317,13317.0,0.013452914798206279,0.0,0.0,0.010963430201997446,1.0,0.03961136023916293,0.025411061285500747,0.0,0.0007473841554559044,0.0,0,1338,0.12713073515055945,0.531801456784561,5.598796134373233,0.05601862281294586,1006.txt
